user_id,job_id,compute_hours,storage_gb,queries_run,date,cloud_provider,region,profile,job_type,instance_type
153,job_36,2.12,348.28,277,2026-01-15,gcp,sa-east-1,low,ad-hoc,small
56,job_8,9.68,331.14,499,2026-01-15,gcp,sa-east-1,medium,batch,large
129,job_30,2.4,191.46,251,2026-01-15,gcp,us-east-1,low,ad-hoc,small
95,job_10,1.89,523.03,1638,2026-01-15,aws,us-east-1,high,streaming,small
122,job_27,3.1,417.86,1982,2026-01-15,gcp,sa-east-1,high,batch,small
82,job_33,1.39,179.97,622,2026-01-15,aws,sa-east-1,medium,streaming,medium
110,job_7,1.7,233.2,174,2026-01-15,azure,us-east-1,low,ad-hoc,medium
152,job_38,0.87,130.1,449,2026-01-15,aws,us-east-1,low,streaming,small
28,job_13,0.78,99.87,166,2026-01-15,gcp,sa-east-1,low,streaming,medium
39,job_19,3.68,431.22,800,2026-01-15,aws,sa-east-1,medium,ad-hoc,large
85,job_7,10.28,295.63,1642,2026-01-15,aws,us-east-1,high,ad-hoc,medium
107,job_41,0.62,29.9,230,2026-01-15,aws,us-east-1,medium,streaming,large
10,job_27,3.81,155.52,379,2026-01-15,gcp,us-east-1,low,batch,small
24,job_22,18.16,668.19,208,2026-01-15,azure,us-west-2,high,batch,small
67,job_31,0.85,42.0,89,2026-01-15,azure,sa-east-1,low,batch,small
10,job_36,0.21,250.45,482,2026-01-15,gcp,us-east-1,low,ad-hoc,small
11,job_19,9.3,141.26,1666,2026-01-15,gcp,us-east-1,high,ad-hoc,large
184,job_31,4.68,335.65,130,2026-01-15,aws,us-west-2,low,batch,small
192,job_16,18.09,695.08,1586,2026-01-15,azure,sa-east-1,high,streaming,large
163,job_23,99.31,561.75,1776,2026-01-15,azure,us-west-2,high,batch,large
34,job_33,8.12,468.64,472,2026-01-15,azure,us-west-2,medium,streaming,medium
112,job_25,12.64,411.41,56,2026-01-15,azure,sa-east-1,medium,batch,medium
189,job_49,1.33,97.92,294,2026-01-15,azure,us-east-1,low,streaming,large
24,job_19,1.29,727.02,1544,2026-01-15,azure,us-west-2,high,ad-hoc,large
109,job_19,19.12,608.57,574,2026-01-15,aws,sa-east-1,high,ad-hoc,large
1,job_23,3.0,78.37,480,2026-01-15,gcp,us-east-1,low,batch,large
85,job_44,0.81,352.33,1840,2026-01-15,aws,us-east-1,high,batch,medium
193,job_1,0.92,149.97,353,2026-01-15,aws,us-east-1,medium,ad-hoc,small
18,job_30,0.54,313.34,444,2026-01-16,azure,sa-east-1,low,ad-hoc,small
131,job_26,30.06,313.22,1528,2026-01-16,gcp,us-east-1,high,batch,large
162,job_42,0.52,133.34,76,2026-01-16,gcp,sa-east-1,low,ad-hoc,small
192,job_35,1.65,534.08,534,2026-01-16,azure,sa-east-1,high,batch,small
23,job_9,1.26,78.18,913,2026-01-16,azure,us-west-2,medium,ad-hoc,large
123,job_9,0.16,184.66,497,2026-01-16,azure,us-west-2,low,ad-hoc,large
112,job_38,10.07,120.35,407,2026-01-16,azure,sa-east-1,medium,streaming,small
25,job_43,4.68,473.6,573,2026-01-16,aws,us-east-1,medium,batch,small
56,job_10,11.47,79.85,668,2026-01-16,gcp,sa-east-1,medium,streaming,small
7,job_26,0.26,150.25,134,2026-01-16,gcp,us-west-2,low,batch,large
121,job_32,4.37,183.26,362,2026-01-16,aws,us-east-1,medium,streaming,medium
165,job_42,5.44,605.67,560,2026-01-16,azure,sa-east-1,high,ad-hoc,small
40,job_42,0.46,255.43,293,2026-01-16,gcp,sa-east-1,medium,ad-hoc,small
67,job_1,2.81,169.69,31,2026-01-16,azure,sa-east-1,low,ad-hoc,small
40,job_41,9.83,120.14,144,2026-01-16,gcp,sa-east-1,medium,streaming,large
115,job_34,7.16,530.0,1274,2026-01-16,aws,sa-east-1,high,ad-hoc,large
184,job_29,4.68,139.88,72,2026-01-16,aws,us-west-2,low,streaming,small
45,job_13,1.29,331.78,342,2026-01-16,aws,us-east-1,medium,streaming,medium
35,job_1,0.25,155.74,185,2026-01-16,gcp,us-east-1,low,ad-hoc,small
46,job_3,3.86,384.49,804,2026-01-16,gcp,sa-east-1,medium,batch,small
138,job_24,1.96,83.05,255,2026-01-16,gcp,us-west-2,medium,batch,small
140,job_50,2.54,274.78,629,2026-01-16,aws,us-west-2,medium,ad-hoc,medium
114,job_7,1.79,225.56,1940,2026-01-16,gcp,us-west-2,high,ad-hoc,medium
182,job_12,3.72,142.96,818,2026-01-16,gcp,sa-east-1,medium,batch,small
94,job_27,1.59,324.81,167,2026-01-16,gcp,us-east-1,low,batch,small
74,job_49,4.86,343.52,613,2026-01-16,azure,us-west-2,medium,streaming,large
10,job_3,1.23,121.07,438,2026-01-16,gcp,us-east-1,low,batch,small
102,job_37,17.85,609.32,1990,2026-01-16,gcp,us-east-1,high,batch,medium
26,job_10,0.76,188.61,249,2026-01-16,aws,us-west-2,low,streaming,small
56,job_36,2.39,122.47,883,2026-01-16,gcp,sa-east-1,medium,ad-hoc,small
139,job_28,5.08,196.31,257,2026-01-16,gcp,us-east-1,medium,batch,large
106,job_21,4.65,218.01,225,2026-01-16,gcp,us-west-2,low,ad-hoc,small
19,job_29,0.53,84.84,101,2026-01-16,azure,us-east-1,low,streaming,small
98,job_23,5.25,317.42,452,2026-01-16,gcp,us-west-2,low,batch,large
146,job_28,18.62,252.81,830,2026-01-16,gcp,us-east-1,high,batch,large
154,job_35,0.88,127.3,424,2026-01-16,gcp,us-east-1,medium,batch,small
111,job_13,3.91,281.36,415,2026-01-16,gcp,us-east-1,low,streaming,medium
36,job_16,0.79,149.66,53,2026-01-16,azure,us-west-2,low,streaming,large
189,job_11,0.16,82.53,482,2026-01-16,azure,us-east-1,low,streaming,small
20,job_49,4.69,118.65,536,2026-01-16,azure,us-east-1,medium,streaming,large
52,job_17,0.28,282.11,97,2026-01-16,aws,sa-east-1,low,batch,small
67,job_7,1.31,327.74,82,2026-01-16,azure,sa-east-1,low,ad-hoc,medium
119,job_26,2.88,289.77,96,2026-01-16,gcp,us-west-2,low,batch,large
108,job_9,3.21,390.62,1918,2026-01-16,gcp,sa-east-1,high,ad-hoc,large
77,job_34,2.63,466.62,684,2026-01-16,azure,sa-east-1,high,ad-hoc,large
6,job_16,0.94,306.2,412,2026-01-16,aws,sa-east-1,medium,streaming,large
77,job_25,2.38,593.15,48,2026-01-16,azure,sa-east-1,high,batch,medium
101,job_19,0.9,262.16,711,2026-01-16,gcp,sa-east-1,medium,ad-hoc,large
105,job_19,0.73,27.47,456,2026-01-17,gcp,us-east-1,low,ad-hoc,large
145,job_16,2.06,188.12,194,2026-01-17,aws,us-east-1,low,streaming,large
2,job_28,5.37,241.08,424,2026-01-17,aws,us-west-2,low,batch,large
43,job_22,38.61,713.48,1816,2026-01-17,gcp,sa-east-1,high,batch,small
182,job_46,3.66,37.73,436,2026-01-17,gcp,sa-east-1,medium,batch,small
90,job_37,2.37,174.41,297,2026-01-17,aws,sa-east-1,low,batch,medium
132,job_18,0.94,386.78,495,2026-01-17,aws,us-east-1,medium,batch,small
2,job_12,1.9,236.83,266,2026-01-17,aws,us-west-2,low,batch,small
31,job_35,0.75,255.57,22,2026-01-17,azure,sa-east-1,low,batch,small
172,job_6,1.84,445.81,528,2026-01-17,azure,sa-east-1,high,ad-hoc,small
160,job_9,0.81,85.81,1832,2026-01-17,gcp,us-east-1,high,ad-hoc,large
126,job_8,2.07,302.31,492,2026-01-17,aws,us-west-2,low,batch,large
112,job_2,3.25,375.93,441,2026-01-17,azure,sa-east-1,medium,batch,large
100,job_43,3.42,78.09,133,2026-01-17,aws,us-west-2,medium,batch,small
147,job_36,0.68,99.99,382,2026-01-17,gcp,us-east-1,low,ad-hoc,small
197,job_8,1.55,729.21,870,2026-01-17,gcp,us-west-2,high,batch,large
19,job_39,0.37,59.77,211,2026-01-17,azure,us-east-1,low,streaming,medium
75,job_44,0.44,244.48,27,2026-01-17,azure,us-east-1,low,batch,medium
47,job_31,2.81,307.57,333,2026-01-17,azure,sa-east-1,low,batch,small
188,job_30,13.57,300.16,1228,2026-01-17,gcp,us-west-2,high,ad-hoc,small
163,job_45,2.27,209.09,1390,2026-01-17,azure,us-west-2,high,ad-hoc,small
43,job_37,9.32,736.51,1242,2026-01-17,gcp,sa-east-1,high,batch,medium
116,job_32,4.53,137.31,27,2026-01-17,azure,us-west-2,low,streaming,medium
83,job_49,3.36,50.92,1732,2026-01-17,azure,sa-east-1,high,streaming,large
39,job_6,8.52,488.46,62,2026-01-17,aws,sa-east-1,medium,ad-hoc,small
74,job_26,5.59,292.28,869,2026-01-17,azure,us-west-2,medium,batch,large
82,job_4,1.22,399.87,876,2026-01-17,aws,sa-east-1,medium,streaming,medium
192,job_5,12.48,147.39,1768,2026-01-17,azure,sa-east-1,high,streaming,large
92,job_49,0.25,256.73,784,2026-01-17,aws,us-east-1,medium,streaming,large
150,job_10,4.79,320.0,998,2026-01-17,aws,sa-east-1,medium,streaming,small
183,job_4,13.82,743.27,1366,2026-01-17,azure,us-east-1,high,streaming,medium
63,job_4,1.84,19.2,129,2026-01-17,azure,sa-east-1,low,streaming,medium
83,job_20,20.12,660.25,1026,2026-01-17,azure,sa-east-1,high,streaming,medium
33,job_19,1.69,9.57,1066,2026-01-17,azure,sa-east-1,high,ad-hoc,large
189,job_34,0.26,50.15,5,2026-01-17,azure,us-east-1,low,ad-hoc,large
34,job_17,0.04,393.21,828,2026-01-17,azure,us-west-2,medium,batch,small
55,job_27,12.33,679.25,318,2026-01-17,azure,us-east-1,high,batch,small
17,job_47,0.54,323.91,628,2026-01-17,azure,us-west-2,medium,streaming,medium
189,job_43,0.92,186.57,34,2026-01-17,azure,us-east-1,low,batch,small
111,job_24,1.71,301.29,105,2026-01-17,gcp,us-east-1,low,batch,small
193,job_3,1.13,246.11,152,2026-01-17,aws,us-east-1,medium,batch,small
155,job_8,3.52,5.13,277,2026-01-17,aws,us-east-1,low,batch,large
116,job_16,6.11,280.92,491,2026-01-17,azure,us-west-2,low,streaming,large
117,job_20,3.68,59.04,955,2026-01-17,aws,us-west-2,medium,streaming,medium
67,job_34,0.53,348.14,129,2026-01-18,azure,sa-east-1,low,ad-hoc,large
21,job_47,0.2,477.4,934,2026-01-18,aws,us-east-1,medium,streaming,medium
78,job_4,7.46,217.78,423,2026-01-18,gcp,sa-east-1,medium,streaming,medium
96,job_18,2.7,337.82,335,2026-01-18,aws,us-west-2,low,batch,small
153,job_21,4.28,45.96,354,2026-01-18,gcp,sa-east-1,low,ad-hoc,small
2,job_33,0.55,159.25,24,2026-01-18,aws,us-west-2,low,streaming,medium
121,job_12,0.87,67.49,846,2026-01-18,aws,us-east-1,medium,batch,small
13,job_41,1.64,243.77,94,2026-01-18,aws,sa-east-1,low,streaming,large
163,job_28,11.13,290.97,420,2026-01-18,azure,us-west-2,high,batch,large
52,job_49,2.45,269.01,250,2026-01-18,aws,sa-east-1,low,streaming,large
174,job_32,1.57,27.23,472,2026-01-18,azure,us-west-2,low,streaming,medium
166,job_36,2.37,86.69,28,2026-01-18,aws,us-west-2,medium,ad-hoc,small
130,job_21,12.82,539.07,1060,2026-01-18,azure,sa-east-1,high,ad-hoc,small
173,job_16,2.62,190.23,145,2026-01-18,gcp,sa-east-1,low,streaming,large
196,job_40,0.47,178.0,133,2026-01-18,azure,us-west-2,medium,streaming,small
45,job_6,22.93,30.48,358,2026-01-18,aws,us-east-1,medium,ad-hoc,small
178,job_50,0.91,55.03,299,2026-01-18,azure,us-east-1,low,ad-hoc,medium
72,job_5,0.11,141.96,121,2026-01-18,azure,us-west-2,low,streaming,large
44,job_8,3.28,233.8,474,2026-01-18,aws,us-west-2,medium,batch,large
81,job_43,0.17,50.34,253,2026-01-18,gcp,sa-east-1,low,batch,small
148,job_7,0.34,217.82,360,2026-01-18,gcp,us-west-2,low,ad-hoc,medium
140,job_50,0.58,144.03,809,2026-01-18,aws,us-west-2,medium,ad-hoc,medium
163,job_12,8.3,429.42,1666,2026-01-18,azure,us-west-2,high,batch,small
130,job_5,7.95,79.57,1532,2026-01-18,azure,sa-east-1,high,streaming,large
165,job_11,3.54,569.68,516,2026-01-18,azure,sa-east-1,high,streaming,small
154,job_25,6.05,330.7,247,2026-01-18,gcp,us-east-1,medium,batch,medium
69,job_31,3.1,311.24,403,2026-01-18,azure,us-west-2,medium,batch,small
77,job_8,7.03,299.25,1464,2026-01-18,azure,sa-east-1,high,batch,large
46,job_12,2.69,313.37,933,2026-01-18,gcp,sa-east-1,medium,batch,small
158,job_42,1.49,232.56,169,2026-01-18,aws,sa-east-1,low,ad-hoc,small
129,job_20,1.68,157.51,470,2026-01-18,gcp,us-east-1,low,streaming,medium
20,job_25,2.38,370.17,671,2026-01-18,azure,us-east-1,medium,batch,medium
199,job_21,1.19,69.5,832,2026-01-18,azure,sa-east-1,medium,ad-hoc,small
82,job_26,2.23,120.49,534,2026-01-18,aws,sa-east-1,medium,batch,large
65,job_47,3.58,360.51,60,2026-01-18,azure,us-west-2,medium,streaming,medium
141,job_24,4.86,312.09,442,2026-01-18,gcp,us-east-1,low,batch,small
124,job_40,3.32,122.34,280,2026-01-18,gcp,sa-east-1,high,streaming,small
126,job_47,5.18,171.43,146,2026-01-18,aws,us-west-2,low,streaming,medium
180,job_26,2.96,41.41,31,2026-01-18,aws,sa-east-1,medium,batch,large
40,job_45,0.59,359.0,955,2026-01-18,gcp,sa-east-1,medium,ad-hoc,small
44,job_41,0.73,176.19,90,2026-01-18,aws,us-west-2,medium,streaming,large
14,job_39,0.4,67.99,330,2026-01-18,gcp,us-east-1,medium,streaming,medium
107,job_17,7.98,272.17,377,2026-01-18,aws,us-east-1,medium,batch,small
58,job_1,0.67,186.36,494,2026-01-18,aws,us-east-1,low,ad-hoc,small
71,job_31,1.46,133.81,512,2026-01-18,gcp,us-east-1,medium,batch,small
34,job_38,0.96,164.52,985,2026-01-18,azure,us-west-2,medium,streaming,small
146,job_44,3.57,402.34,1462,2026-01-18,gcp,us-east-1,high,batch,medium
27,job_29,13.77,409.09,456,2026-01-18,aws,us-west-2,medium,streaming,small
68,job_27,4.81,62.16,544,2026-01-18,azure,sa-east-1,medium,batch,small
28,job_8,0.84,281.34,274,2026-01-18,gcp,sa-east-1,low,batch,large
118,job_45,9.22,130.3,514,2026-01-18,gcp,us-west-2,medium,ad-hoc,small
19,job_27,2.31,284.95,136,2026-01-18,azure,us-east-1,low,batch,small
145,job_22,1.73,64.46,488,2026-01-18,aws,us-east-1,low,batch,small
128,job_43,0.62,243.48,125,2026-01-18,aws,us-west-2,low,batch,small
152,job_18,1.95,342.04,118,2026-01-18,aws,us-east-1,low,batch,small
38,job_2,2.66,62.13,345,2026-01-18,gcp,us-west-2,low,batch,large
139,job_30,0.48,473.34,650,2026-01-18,gcp,us-east-1,medium,ad-hoc,small
29,job_35,3.81,284.04,156,2026-01-18,gcp,sa-east-1,low,batch,small
11,job_28,3.82,374.6,308,2026-01-19,gcp,us-east-1,high,batch,large
105,job_6,0.36,318.88,101,2026-01-19,gcp,us-east-1,low,ad-hoc,small
179,job_46,2.22,113.5,197,2026-01-19,aws,us-east-1,low,batch,small
29,job_8,0.84,299.85,291,2026-01-19,gcp,sa-east-1,low,batch,large
21,job_42,1.83,454.4,607,2026-01-19,aws,us-east-1,medium,ad-hoc,small
185,job_23,0.5,141.83,395,2026-01-19,aws,sa-east-1,low,batch,large
158,job_15,2.7,74.07,48,2026-01-19,aws,sa-east-1,low,streaming,large
198,job_22,4.05,312.28,799,2026-01-19,gcp,sa-east-1,medium,batch,small
13,job_17,0.28,250.19,393,2026-01-19,aws,sa-east-1,low,batch,small
53,job_33,2.69,74.27,73,2026-01-19,azure,sa-east-1,low,streaming,medium
138,job_25,1.34,474.72,793,2026-01-19,gcp,us-west-2,medium,batch,medium
178,job_17,0.18,246.36,80,2026-01-19,azure,us-east-1,low,batch,small
24,job_8,2.02,129.69,838,2026-01-19,azure,us-west-2,high,batch,large
1,job_36,0.24,46.56,379,2026-01-19,gcp,us-east-1,low,ad-hoc,small
180,job_48,1.11,225.98,891,2026-01-19,aws,sa-east-1,medium,batch,large
41,job_14,7.34,171.69,27,2026-01-19,aws,us-east-1,medium,streaming,small
132,job_43,5.88,207.65,297,2026-01-19,aws,us-east-1,medium,batch,small
77,job_43,27.1,592.36,1782,2026-01-19,azure,sa-east-1,high,batch,small
11,job_33,32.94,293.74,460,2026-01-19,gcp,us-east-1,high,streaming,medium
3,job_2,8.06,53.03,779,2026-01-19,gcp,us-east-1,medium,batch,large
121,job_21,0.78,293.13,256,2026-01-19,aws,us-east-1,medium,ad-hoc,small
33,job_14,8.85,729.02,1062,2026-01-19,azure,sa-east-1,high,streaming,small
193,job_14,1.37,115.58,557,2026-01-19,aws,us-east-1,medium,streaming,small
41,job_47,0.48,209.42,409,2026-01-19,aws,us-east-1,medium,streaming,medium
200,job_9,2.18,386.57,27,2026-01-19,aws,sa-east-1,medium,ad-hoc,large
191,job_6,1.09,95.75,162,2026-01-19,aws,us-west-2,low,ad-hoc,small
192,job_50,7.44,210.67,1356,2026-01-19,azure,sa-east-1,high,ad-hoc,medium
50,job_17,1.89,395.51,457,2026-01-19,azure,sa-east-1,medium,batch,small
184,job_27,4.18,199.83,238,2026-01-19,aws,us-west-2,low,batch,small
19,job_37,2.44,332.48,368,2026-01-19,azure,us-east-1,low,batch,medium
103,job_48,4.89,381.97,935,2026-01-19,gcp,us-east-1,medium,batch,large
49,job_28,5.94,112.01,200,2026-01-19,azure,us-west-2,low,batch,large
149,job_41,2.69,298.41,156,2026-01-19,aws,us-east-1,low,streaming,large
177,job_40,0.3,271.0,154,2026-01-19,gcp,us-east-1,low,streaming,small
50,job_21,3.54,463.2,923,2026-01-19,azure,sa-east-1,medium,ad-hoc,small
109,job_40,4.1,426.7,690,2026-01-19,aws,sa-east-1,high,streaming,small
58,job_22,1.47,338.4,94,2026-01-19,aws,us-east-1,low,batch,small
11,job_24,6.06,72.46,510,2026-01-19,gcp,us-east-1,high,batch,small
86,job_26,12.41,609.98,1678,2026-01-19,azure,sa-east-1,high,batch,large
198,job_22,1.51,154.62,719,2026-01-19,gcp,sa-east-1,medium,batch,small
48,job_6,1.8,259.63,392,2026-01-19,aws,sa-east-1,low,ad-hoc,small
12,job_7,1.64,124.81,318,2026-01-19,gcp,us-east-1,low,ad-hoc,medium
59,job_23,1.93,148.47,337,2026-01-19,gcp,sa-east-1,low,batch,large
198,job_20,4.6,435.48,583,2026-01-19,gcp,sa-east-1,medium,streaming,medium
52,job_1,1.27,181.08,466,2026-01-19,aws,sa-east-1,low,ad-hoc,small
163,job_32,6.4,363.29,1308,2026-01-19,azure,us-west-2,high,streaming,medium
99,job_41,1.83,161.94,463,2026-01-19,aws,us-west-2,low,streaming,large
59,job_44,5.08,15.23,415,2026-01-19,gcp,sa-east-1,low,batch,medium
123,job_44,0.12,5.83,198,2026-01-19,azure,us-west-2,low,batch,medium
72,job_44,0.64,157.57,180,2026-01-19,azure,us-west-2,low,batch,medium
93,job_36,2.87,231.96,95,2026-01-20,aws,sa-east-1,low,ad-hoc,small
9,job_39,4.97,314.23,196,2026-01-20,gcp,us-east-1,low,streaming,medium
21,job_13,3.46,319.9,100,2026-01-20,aws,us-east-1,medium,streaming,medium
186,job_24,27.07,381.61,1164,2026-01-20,aws,us-west-2,high,batch,small
33,job_19,37.93,11.29,798,2026-01-20,azure,sa-east-1,high,ad-hoc,large
71,job_13,7.92,79.65,358,2026-01-20,gcp,us-east-1,medium,streaming,medium
84,job_9,0.55,349.09,333,2026-01-20,aws,us-west-2,low,ad-hoc,large
23,job_33,4.46,229.2,696,2026-01-20,azure,us-west-2,medium,streaming,medium
31,job_11,0.62,229.3,134,2026-01-20,azure,sa-east-1,low,streaming,small
68,job_20,4.49,497.81,813,2026-01-20,azure,sa-east-1,medium,streaming,medium
188,job_4,20.98,305.54,794,2026-01-20,gcp,us-west-2,high,streaming,medium
197,job_21,3.19,71.02,1590,2026-01-20,gcp,us-west-2,high,ad-hoc,small
56,job_24,0.03,151.63,259,2026-01-20,gcp,sa-east-1,medium,batch,small
105,job_40,1.87,161.29,133,2026-01-20,gcp,us-east-1,low,streaming,small
105,job_25,0.95,107.58,209,2026-01-20,gcp,us-east-1,low,batch,medium
196,job_40,5.9,217.88,989,2026-01-20,azure,us-west-2,medium,streaming,small
17,job_9,5.01,89.47,486,2026-01-20,azure,us-west-2,medium,ad-hoc,large
24,job_43,1.64,167.64,1708,2026-01-20,azure,us-west-2,high,batch,small
23,job_47,5.56,60.41,851,2026-01-20,azure,us-west-2,medium,streaming,medium
126,job_48,1.69,237.33,16,2026-01-20,aws,us-west-2,low,batch,large
92,job_3,2.48,471.13,109,2026-01-20,aws,us-east-1,medium,batch,small
177,job_21,3.32,162.18,418,2026-01-20,gcp,us-east-1,low,ad-hoc,small
24,job_20,15.78,584.81,636,2026-01-20,azure,us-west-2,high,streaming,medium
156,job_4,0.75,114.96,674,2026-01-20,gcp,sa-east-1,high,streaming,medium
179,job_14,2.58,129.43,72,2026-01-20,aws,us-east-1,low,streaming,small
192,job_8,5.78,226.06,1168,2026-01-20,azure,sa-east-1,high,batch,large
179,job_20,13.84,258.46,29,2026-01-20,aws,us-east-1,low,streaming,medium
92,job_7,0.8,80.0,812,2026-01-20,aws,us-east-1,medium,ad-hoc,medium
174,job_47,0.53,247.95,329,2026-01-20,azure,us-west-2,low,streaming,medium
99,job_19,0.58,141.66,482,2026-01-20,aws,us-west-2,low,ad-hoc,large
128,job_19,0.55,77.35,363,2026-01-20,aws,us-west-2,low,ad-hoc,large
133,job_16,5.0,54.28,318,2026-01-20,aws,us-east-1,medium,streaming,large
93,job_22,0.69,341.11,348,2026-01-20,aws,sa-east-1,low,batch,small
23,job_38,3.97,399.25,295,2026-01-20,azure,us-west-2,medium,streaming,small
125,job_16,1.28,156.59,200,2026-01-20,gcp,sa-east-1,low,streaming,large
50,job_41,5.85,282.52,436,2026-01-20,azure,sa-east-1,medium,streaming,large
148,job_33,0.44,148.34,301,2026-01-20,gcp,us-west-2,low,streaming,medium
26,job_32,5.32,13.45,217,2026-01-20,aws,us-west-2,low,streaming,medium
65,job_21,5.47,156.47,231,2026-01-20,azure,us-west-2,medium,ad-hoc,small
51,job_7,1.21,233.38,368,2026-01-20,azure,sa-east-1,low,ad-hoc,medium
70,job_31,4.36,342.25,98,2026-01-20,aws,us-east-1,high,batch,small
76,job_23,1.54,485.26,259,2026-01-20,azure,us-east-1,medium,batch,large
115,job_28,2.87,624.76,1738,2026-01-20,aws,sa-east-1,high,batch,large
90,job_18,1.83,74.28,482,2026-01-20,aws,sa-east-1,low,batch,small
71,job_39,5.1,358.15,310,2026-01-20,gcp,us-east-1,medium,streaming,medium
47,job_11,8.19,317.12,157,2026-01-20,azure,sa-east-1,low,streaming,small
154,job_32,12.99,131.29,974,2026-01-20,gcp,us-east-1,medium,streaming,medium
83,job_42,3.84,689.66,956,2026-01-20,azure,sa-east-1,high,ad-hoc,small
195,job_5,0.05,212.33,416,2026-01-20,gcp,us-east-1,low,streaming,large
154,job_3,3.12,470.23,749,2026-01-20,gcp,us-east-1,medium,batch,small
181,job_26,1.8,120.5,964,2026-01-20,aws,us-west-2,medium,batch,large
93,job_44,3.11,24.48,440,2026-01-20,aws,sa-east-1,low,batch,medium
186,job_21,0.06,593.86,1950,2026-01-20,aws,us-west-2,high,ad-hoc,small
33,job_41,7.09,739.59,1128,2026-01-21,azure,sa-east-1,high,streaming,large
170,job_6,14.64,148.48,167,2026-01-21,azure,sa-east-1,medium,ad-hoc,small
107,job_21,4.04,128.05,359,2026-01-21,aws,us-east-1,medium,ad-hoc,small
190,job_40,3.3,384.18,198,2026-01-21,gcp,us-east-1,high,streaming,small
157,job_42,1.16,158.19,381,2026-01-21,gcp,us-east-1,medium,ad-hoc,small
142,job_47,0.75,84.27,19,2026-01-21,gcp,us-west-2,low,streaming,medium
142,job_40,1.04,228.13,322,2026-01-21,gcp,us-west-2,low,streaming,small
138,job_2,4.61,328.28,793,2026-01-21,gcp,us-west-2,medium,batch,large
188,job_39,1.27,702.72,822,2026-01-21,gcp,us-west-2,high,streaming,medium
122,job_7,4.36,616.76,342,2026-01-21,gcp,sa-east-1,high,ad-hoc,medium
121,job_50,4.14,436.64,300,2026-01-21,aws,us-east-1,medium,ad-hoc,medium
135,job_1,2.24,241.71,12,2026-01-21,gcp,sa-east-1,low,ad-hoc,small
150,job_41,4.85,260.26,165,2026-01-21,aws,sa-east-1,medium,streaming,large
120,job_44,15.81,419.51,1028,2026-01-21,azure,us-west-2,high,batch,medium
179,job_26,12.02,176.73,445,2026-01-21,aws,us-east-1,low,batch,large
48,job_43,1.49,247.9,496,2026-01-21,aws,sa-east-1,low,batch,small
110,job_27,0.15,209.27,241,2026-01-21,azure,us-east-1,low,batch,small
23,job_40,8.12,5.64,380,2026-01-21,azure,us-west-2,medium,streaming,small
185,job_37,0.12,150.44,366,2026-01-21,aws,sa-east-1,low,batch,medium
50,job_28,7.62,359.97,247,2026-01-21,azure,sa-east-1,medium,batch,large
12,job_15,0.51,245.38,48,2026-01-21,gcp,us-east-1,low,streaming,large
69,job_26,2.59,366.63,385,2026-01-21,azure,us-west-2,medium,batch,large
181,job_36,0.39,322.62,41,2026-01-21,aws,us-west-2,medium,ad-hoc,small
128,job_32,0.79,33.59,474,2026-01-21,aws,us-west-2,low,streaming,medium
56,job_1,2.71,142.08,814,2026-01-21,gcp,sa-east-1,medium,ad-hoc,small
150,job_6,8.69,228.77,816,2026-01-21,aws,sa-east-1,medium,ad-hoc,small
2,job_4,1.82,331.21,436,2026-01-21,aws,us-west-2,low,streaming,medium
167,job_16,0.15,246.83,243,2026-01-21,azure,us-west-2,low,streaming,large
124,job_37,12.74,9.9,1116,2026-01-21,gcp,sa-east-1,high,batch,medium
156,job_40,24.2,389.13,354,2026-01-21,gcp,sa-east-1,high,streaming,small
6,job_3,3.04,98.49,348,2026-01-21,aws,sa-east-1,medium,batch,small
88,job_15,0.15,193.02,458,2026-01-21,aws,us-west-2,low,streaming,large
184,job_43,15.63,91.67,415,2026-01-21,aws,us-west-2,low,batch,small
90,job_43,6.42,84.8,314,2026-01-21,aws,sa-east-1,low,batch,small
88,job_21,1.53,139.1,293,2026-01-21,aws,us-west-2,low,ad-hoc,small
108,job_12,29.41,194.83,1648,2026-01-21,gcp,sa-east-1,high,batch,small
22,job_18,4.61,231.9,801,2026-01-21,aws,sa-east-1,medium,batch,small
149,job_49,0.89,57.16,112,2026-01-21,aws,us-east-1,low,streaming,large
95,job_19,5.63,475.26,1404,2026-01-21,aws,us-east-1,high,ad-hoc,large
184,job_18,0.4,147.17,294,2026-01-21,aws,us-west-2,low,batch,small
49,job_26,0.65,280.01,10,2026-01-21,azure,us-west-2,low,batch,large
87,job_21,1.54,228.2,153,2026-01-21,gcp,us-east-1,low,ad-hoc,small
64,job_9,1.68,309.64,968,2026-01-21,azure,sa-east-1,medium,ad-hoc,large
102,job_40,11.3,34.02,394,2026-01-21,gcp,us-east-1,high,streaming,small
184,job_36,2.48,123.38,307,2026-01-21,aws,us-west-2,low,ad-hoc,small
158,job_36,0.76,291.62,366,2026-01-21,aws,sa-east-1,low,ad-hoc,small
166,job_31,2.76,190.4,391,2026-01-21,aws,us-west-2,medium,batch,small
140,job_39,1.29,242.5,784,2026-01-21,aws,us-west-2,medium,streaming,medium
110,job_43,1.58,96.98,371,2026-01-22,azure,us-east-1,low,batch,small
155,job_5,0.64,69.76,424,2026-01-22,aws,us-east-1,low,streaming,large
146,job_1,0.14,242.05,268,2026-01-22,gcp,us-east-1,high,ad-hoc,small
136,job_18,0.22,91.65,178,2026-01-22,gcp,us-east-1,low,batch,small
